# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=279 anchor_m=7 Swiss=11 | 加速烙刀,绵鳚,篝火,打火机,大钢弩,三花,燃烧响炮
  7. RR=181 anchor_m=139 Swiss=9 | 鱼饵,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,珊瑚,小冰镐,水草
  8. RR=174 anchor_m=141 Swiss=10 | 珍珠,鱼饵,迷幻蝠鲼,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,小冰镐
  9. RR=172 anchor_m=144 Swiss=10 | 珍珠,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,珊瑚,小冰镐
  10. RR=171 anchor_m=139 Swiss=10 | 拍立蚌,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,小冰镐,盐钳海盗
  11. RR=176 anchor_m=125 Swiss=10 | 鱼饵,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,珊瑚,吸血章鱼,小冰镐
  12. RR=177 anchor_m=113 Swiss=11 | 水草,拍立蚌,鱼饵,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,小冰镐
  13. RR=164 anchor_m=122 Swiss=10 | 鱼饵,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,珊瑚,盐钳海盗,小冰镐
  14. RR=166 anchor_m=117 Swiss=10 | 拍立蚌,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,小冰镐,皮皮虾
  15. RR=169 anchor_m=108 Swiss=9 | 拍立蚌,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,海螺壳,珊瑚,小冰镐
  16. RR=159 anchor_m=127 Swiss=9 | 拍立蚌,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,小冰镐,理查森先生
  17. RR=159 anchor_m=123 Swiss=9 | 海螺壳,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,鱼饵,潜水配重,珊瑚,小冰镐
  18. RR=159 anchor_m=121 Swiss=10 | 迷幻蝠鲼,鱼饵,水草,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,小冰镐
  19. RR=159 anchor_m=121 Swiss=10 | 鱼饵,绵鳚,元素深水炸弹,雪怪蟹,迷幻蝠鲼,水母,潜水配重,珊瑚,小冰镐
  20. RR=165 anchor_m=107 Swiss=10 | 拍立蚌,鱼饵,皮皮虾,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,小冰镐

[GDF] seeds: 珊瑚护甲
[GDF] size=10 top 20
  1. RR=222 anchor_m=197 Swiss=10 | 珊瑚护甲,潜水配重,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  2. RR=215 anchor_m=183 Swiss=11 | 珊瑚护甲,水草,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  3. RR=206 anchor_m=163 Swiss=10 | 珊瑚护甲,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  4. RR=203 anchor_m=169 Swiss=11 | 珊瑚护甲,拍立蚌,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  5. RR=205 anchor_m=165 Swiss=10 | 珊瑚,珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  6. RR=200 anchor_m=171 Swiss=10 | 珊瑚,珊瑚护甲,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  7. RR=199 anchor_m=163 Swiss=11 | 鱼饵,珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  8. RR=192 anchor_m=169 Swiss=10 | 珊瑚,珊瑚护甲,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  9. RR=191 anchor_m=169 Swiss=9 | 珊瑚护甲,潜水配重,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  10. RR=192 anchor_m=163 Swiss=11 | 拍立蚌,珊瑚护甲,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,鱼饵
  11. RR=188 anchor_m=157 Swiss=10 | 珊瑚护甲,鱼饵,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  12. RR=184 anchor_m=154 Swiss=10 | 珊瑚,珊瑚护甲,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,鱼饵
  13. RR=185 anchor_m=150 Swiss=10 | 珊瑚护甲,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  14. RR=177 anchor_m=161 Swiss=10 | 珊瑚护甲,龙涎香,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  15. RR=175 anchor_m=162 Swiss=11 | 珊瑚,水草,珊瑚护甲,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  16. RR=180 anchor_m=151 Swiss=10 | 拍立蚌,珊瑚护甲,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草
  17. RR=178 anchor_m=150 Swiss=9 | 拍立蚌,珊瑚护甲,海螺壳,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  18. RR=172 anchor_m=155 Swiss=9 | 珊瑚护甲,盐钳海盗,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  19. RR=170 anchor_m=154 Swiss=10 | 珊瑚,飞鱼,珊瑚护甲,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  20. RR=165 anchor_m=154 Swiss=10 | 珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,吸血章鱼

[GDF] seeds: 珍珠
[GDF] size=10 top 20
  1. RR=206 anchor_m=135 Swiss=10 | 水草,潜水配重,拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠
  2. RR=196 anchor_m=141 Swiss=10 | 拍立蚌,迷幻蝠鲼,皮皮虾,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠
  3. RR=194 anchor_m=136 Swiss=10 | 海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,潜水配重,拍立蚌
  4. RR=185 anchor_m=143 Swiss=11 | 海螺壳,珊瑚,鱼饵,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠
  5. RR=185 anchor_m=142 Swiss=11 | 珊瑚,海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,珍珠
  6. RR=189 anchor_m=133 Swiss=10 | 海螺壳,珊瑚,拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠
  7. RR=186 anchor_m=133 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,水草,潜水配重,鱼饵
  8. RR=184 anchor_m=131 Swiss=10 | 海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,水草,拍立蚌
  9. RR=176 anchor_m=123 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,水草,鱼饵,拍立蚌
  10. RR=171 anchor_m=127 Swiss=10 | 珊瑚,拍立蚌,飞鱼,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠
  11. RR=173 anchor_m=113 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,潜水配重,珊瑚,水草
  12. RR=169 anchor_m=121 Swiss=10 | 潜水配重,鱼饵,拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠
  13. RR=168 anchor_m=122 Swiss=9 | 理查森先生,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,潜水配重,水草
  14. RR=159 anchor_m=131 Swiss=10 | 海螺壳,珊瑚,水草,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠
  15. RR=161 anchor_m=114 Swiss=10 | 鱼饵,拍立蚌,飞鱼,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠
  16. RR=167 anchor_m=100 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,鱼饵,珍珠,拍立蚌
  17. RR=158 anchor_m=113 Swiss=10 | 海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,拍立蚌,吸血章鱼
  18. RR=157 anchor_m=113 Swiss=10 | 珊瑚,拍立蚌,理查森先生,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠
  19. RR=157 anchor_m=109 Swiss=10 | 拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,龙涎香,水草
  20. RR=147 anchor_m=122 Swiss=9 | 盐钳海盗,海螺壳,珊瑚,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠

[GDF] seeds: 理查森先生
[GDF] size=10 top 20
  1. RR=232 anchor_m=166 Swiss=11 | 飞鱼,潜水配重,理查森先生,大钢弩,枪套,打火机,绵鳚,加速烙刀
  2. RR=188 anchor_m=131 Swiss=10 | 海螺壳,鱼饵,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  3. RR=181 anchor_m=138 Swiss=10 | 理查森先生,珊瑚,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳
  4. RR=185 anchor_m=124 Swiss=10 | 拍立蚌,珍珠,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  5. RR=183 anchor_m=123 Swiss=9 | 理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚,水草
  6. RR=185 anchor_m=119 Swiss=10 | 海螺壳,理查森先生,拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  7. RR=183 anchor_m=122 Swiss=10 | 理查森先生,珊瑚,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳
  8. RR=181 anchor_m=121 Swiss=11 | 鱼饵,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  9. RR=183 anchor_m=116 Swiss=10 | 拍立蚌,水草,理查森先生,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  10. RR=181 anchor_m=120 Swiss=10 | 拍立蚌,理查森先生,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳
  11. RR=178 anchor_m=119 Swiss=11 | 拍立蚌,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草
  12. RR=221 anchor_m=26 Swiss=11 | 飞鱼,潜水配重,理查森先生,绵鳚,加速烙刀,枪套,燃烧响炮,大钢弩
  13. RR=178 anchor_m=107 Swiss=10 | 珊瑚,理查森先生,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌
  14. RR=169 anchor_m=110 Swiss=10 | 拍立蚌,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,潜水配重
  15. RR=165 anchor_m=108 Swiss=10 | 珊瑚,理查森先生,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,飞鱼
  16. RR=161 anchor_m=115 Swiss=11 | 理查森先生,水草,拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  17. RR=150 anchor_m=136 Swiss=10 | 飞鱼,潜水配重,理查森先生,打火机,绵鳚,加速烙刀,枪套,手斧,燃烧响炮
  18. RR=161 anchor_m=111 Swiss=11 | 理查森先生,拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,龙涎香
  19. RR=158 anchor_m=111 Swiss=10 | 珊瑚,理查森先生,龙涎香,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  20. RR=163 anchor_m=100 Swiss=10 | 鱼饵,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珍珠

[GDF] seeds: 皮皮虾
[GDF] size=10 top 20
  1. RR=266 anchor_m=246 Swiss=11 | 火药角,烈酒杯,枪套,皮皮虾,减速烙刀,十手,大钢弩,拍立蚌
  2. RR=222 anchor_m=203 Swiss=10 | 流星索,炮弹,烈酒杯,皮皮虾,减速烙刀,绵鳚,十手,拍立蚌,燃烧响炮
  3. RR=207 anchor_m=197 Swiss=11 | 火药角,烈酒杯,皮皮虾,减速烙刀,流星索,十手,大钢弩,拍立蚌
  4. RR=211 anchor_m=188 Swiss=10 | 燃烧响炮,火药角,烈酒杯,皮皮虾,减速烙刀,绵鳚,十手,流星索,拍立蚌
  5. RR=197 anchor_m=196 Swiss=10 | 打火机,火药角,烈酒杯,燃烧响炮,加速烙刀,绵鳚,迷幻蝠鲼,皮皮虾,枪套
  6. RR=189 anchor_m=189 Swiss=11 | 火药角,烈酒杯,皮皮虾,燃烧响炮,流星索,减速烙刀,锁镰,十手,拍立蚌
  7. RR=188 anchor_m=182 Swiss=9 | 火药角,烈酒杯,皮皮虾,迷幻蝠鲼,理查森先生,十手,绵鳚,减速烙刀,拍立蚌
  8. RR=187 anchor_m=175 Swiss=10 | 炮弹,烈酒杯,皮皮虾,减速烙刀,绵鳚,十手,大钢弩,拍立蚌
  9. RR=186 anchor_m=171 Swiss=11 | 火药角,烈酒杯,皮皮虾,减速烙刀,绵鳚,十手,拍立蚌,大钢弩
  10. RR=183 anchor_m=173 Swiss=10 | 火药角,烈酒杯,皮皮虾,减速烙刀,锁镰,十手,大钢弩,拍立蚌
  11. RR=181 anchor_m=173 Swiss=10 | 火药角,烈酒杯,理查森先生,皮皮虾,流星索,减速烙刀,绵鳚,十手,拍立蚌
  12. RR=178 anchor_m=167 Swiss=10 | 珊瑚,打火机,火药角,烈酒杯,燃烧响炮,加速烙刀,绵鳚,皮皮虾,枪套
  13. RR=174 anchor_m=173 Swiss=10 | 燃烧响炮,火药角,烈酒杯,大钢弩,皮皮虾,绵鳚,十手,拍立蚌,打火机
  14. RR=173 anchor_m=169 Swiss=10 | 流星索,炮弹,烈酒杯,枪套,皮皮虾,减速烙刀,绵鳚,十手,拍立蚌
  15. RR=171 anchor_m=171 Swiss=10 | 枪套,打火机,烈酒杯,炮弹,燃烧响炮,加速烙刀,绵鳚,迷幻蝠鲼,皮皮虾
  16. RR=179 anchor_m=148 Swiss=10 | 枪套,打火机,烈酒杯,炮弹,燃烧响炮,加速烙刀,绵鳚,珊瑚,皮皮虾
  17. RR=168 anchor_m=166 Swiss=10 | 火药角,烈酒杯,皮皮虾,幽渊鮟鱇,流星索,减速烙刀,十手,拍立蚌
  18. RR=167 anchor_m=160 Swiss=10 | 燃烧响炮,炮弹,烈酒杯,珊瑚,皮皮虾,减速烙刀,绵鳚,十手,拍立蚌
  19. RR=166 anchor_m=158 Swiss=10 | 流星索,炮弹,烈酒杯,皮皮虾,理查森先生,减速烙刀,绵鳚,十手,拍立蚌
  20. RR=162 anchor_m=162 Swiss=11 | 流星索,炮弹,烈酒杯,牌桌,皮皮虾,减速烙刀,十手,拍立蚌

[GDF] seeds: 盐钳海盗
[GDF] size=10 top 20
  1. RR=243 anchor_m=131 Swiss=10 | 枪套,燃烧响炮,大钢弩,加速烙刀,绵鳚,潜水配重,盐钳海盗,烈酒杯
  2. RR=242 anchor_m=142 Swiss=11 | 加速烙刀,绵鳚,潜水配重,盐钳海盗,大钢弩,打火机,燃烧响炮,枪套
  3. RR=210 anchor_m=182 Swiss=11 | 大钢弩,烈酒杯,枪套,加速烙刀,绵鳚,潜水配重,盐钳海盗,流星索
  4. RR=220 anchor_m=156 Swiss=10 | 大钢弩,烈酒杯,藏刃匕首,枪套,加速烙刀,绵鳚,潜水配重,盐钳海盗
  5. RR=227 anchor_m=135 Swiss=10 | 大钢弩,炮弹,烈酒杯,枪套,加速烙刀,绵鳚,潜水配重,盐钳海盗
  6. RR=204 anchor_m=167 Swiss=11 | 皮皮虾,大钢弩,烈酒杯,枪套,加速烙刀,绵鳚,潜水配重,盐钳海盗
  7. RR=212 anchor_m=148 Swiss=11 | 烈酒杯,枪套,打火机,大钢弩,加速烙刀,绵鳚,潜水配重,盐钳海盗
  8. RR=229 anchor_m=114 Swiss=10 | 大钢弩,火药角,烈酒杯,枪套,加速烙刀,绵鳚,潜水配重,盐钳海盗
  9. RR=190 anchor_m=170 Swiss=10 | 大钢弩,烈酒杯,十手,枪套,加速烙刀,绵鳚,潜水配重,盐钳海盗
  10. RR=199 anchor_m=147 Swiss=10 | 枪套,大钢弩,燃烧响炮,燃烧子弹,加速烙刀,绵鳚,潜水配重,盐钳海盗
  11. RR=180 anchor_m=175 Swiss=11 | 大钢弩,烈酒杯,枪套,套娃,加速烙刀,绵鳚,潜水配重,盐钳海盗
  12. RR=185 anchor_m=156 Swiss=10 | 大钢弩,烈酒杯,枪套,理查森先生,加速烙刀,绵鳚,潜水配重,盐钳海盗
  13. RR=179 anchor_m=161 Swiss=10 | 大钢弩,烈酒杯,枪套,加速烙刀,绵鳚,潜水配重,盐钳海盗,手斧
  14. RR=230 anchor_m=58 Swiss=11 | 烈酒杯,枪套,大钢弩,加速烙刀,绵鳚,潜水配重,水母,盐钳海盗
  15. RR=210 anchor_m=90 Swiss=10 | 枪套,燃烧响炮,大钢弩,加速烙刀,绵鳚,潜水配重,水母,盐钳海盗
  16. RR=175 anchor_m=157 Swiss=10 | 大钢弩,手雷,烈酒杯,枪套,加速烙刀,绵鳚,潜水配重,盐钳海盗
  17. RR=176 anchor_m=150 Swiss=10 | 大钢弩,烈酒杯,枪套,加速烙刀,绵鳚,潜水配重,盐钳海盗,小冰镐
  18. RR=188 anchor_m=109 Swiss=10 | 海螺壳,珊瑚,盐钳海盗,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  19. RR=188 anchor_m=102 Swiss=10 | 燃烧响炮,藏刃匕首,加速烙刀,绵鳚,潜水配重,盐钳海盗,大钢弩,枪套
  20. RR=164 anchor_m=149 Swiss=9 | 大钢弩,烈酒杯,枪套,珍珠,加速烙刀,绵鳚,潜水配重,盐钳海盗

[GDF] seeds: 码头缆索
[GDF] size=10 top 20
  1. RR=217 anchor_m=201 Swiss=11 | 码头缆索,十手,减速烙刀,拍立蚌,皮皮虾,火药角,烈酒杯,流星索
  2. RR=209 anchor_m=203 Swiss=11 | 减速烙刀,火药角,烈酒杯,皮皮虾,拍立蚌,燃烧响炮,码头缆索,十手
  3. RR=205 anchor_m=195 Swiss=9 | 拍立蚌,码头缆索,皮皮虾,绵鳚,减速烙刀,火药角,烈酒杯,十手
  4. RR=203 anchor_m=194 Swiss=10 | 流星索,火药角,烈酒杯,皮皮虾,减速烙刀,绵鳚,码头缆索,十手
  5. RR=201 anchor_m=185 Swiss=10 | 炮弹,烈酒杯,减速烙刀,拍立蚌,皮皮虾,码头缆索,流星索,十手
  6. RR=198 anchor_m=189 Swiss=10 | 码头缆索,皮皮虾,迷幻蝠鲼,绵鳚,减速烙刀,十手,火药角,烈酒杯
  7. RR=195 anchor_m=191 Swiss=10 | 拍立蚌,码头缆索,皮皮虾,燃烧响炮,绵鳚,减速烙刀,火药角,烈酒杯
  8. RR=193 anchor_m=185 Swiss=10 | 码头缆索,十手,减速烙刀,拍立蚌,皮皮虾,珊瑚,火药角,烈酒杯
  9. RR=193 anchor_m=185 Swiss=10 | 炮弹,烈酒杯,绵鳚,减速烙刀,皮皮虾,码头缆索,十手,拍立蚌
  10. RR=186 anchor_m=184 Swiss=10 | 炮弹,烈酒杯,燃烧响炮,减速烙刀,拍立蚌,皮皮虾,码头缆索,十手
  11. RR=183 anchor_m=183 Swiss=10 | 燃烧响炮,皮皮虾,绵鳚,减速烙刀,码头缆索,烈酒杯,拍立蚌,十手
  12. RR=183 anchor_m=176 Swiss=10 | 码头缆索,十手,减速烙刀,锁镰,拍立蚌,皮皮虾,火药角,烈酒杯
  13. RR=176 anchor_m=175 Swiss=10 | 炮弹,烈酒杯,减速烙刀,锁镰,皮皮虾,流星索,码头缆索,十手
  14. RR=173 anchor_m=166 Swiss=10 | 码头缆索,皮皮虾,迷幻蝠鲼,绵鳚,减速烙刀,火药角,烈酒杯,拍立蚌
  15. RR=173 anchor_m=166 Swiss=10 | 码头缆索,十手,拍立蚌,减速烙刀,皮皮虾,火药角,烈酒杯,盐钳海盗
  16. RR=168 anchor_m=159 Swiss=11 | 炮弹,烈酒杯,珊瑚,减速烙刀,拍立蚌,皮皮虾,码头缆索,十手
  17. RR=162 anchor_m=161 Swiss=10 | 码头缆索,十手,减速烙刀,飞镖发射器,拍立蚌,皮皮虾,火药角,烈酒杯
  18. RR=163 anchor_m=152 Swiss=10 | 理查森先生,拍立蚌,码头缆索,皮皮虾,绵鳚,减速烙刀,火药角,烈酒杯
  19. RR=159 anchor_m=157 Swiss=9 | 码头缆索,十手,减速烙刀,拍立蚌,藏刃匕首,皮皮虾,火药角,烈酒杯
  20. RR=156 anchor_m=155 Swiss=10 | 火药角,烈酒杯,流星索,减速烙刀,皮皮虾,码头缆索,十手,珊瑚

[GDF] seeds: 篝火
[GDF] size=10 top 20
  1. RR=269 anchor_m=269 Swiss=11 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,大钢弩
  2. RR=251 anchor_m=251 Swiss=10 | 篝火,打火机,加速烙刀,绵鳚,燃烧响炮,大钢弩,枪套
  3. RR=250 anchor_m=250 Swiss=11 | 大钢弩,枪套,打火机,绵鳚,燃烧响炮,燃烧子弹,毒须鲶,篝火
  4. RR=247 anchor_m=247 Swiss=11 | 篝火,绵鳚,加速烙刀,拍立蚌,燃烧子弹,燃烧响炮,大钢弩
  5. RR=238 anchor_m=238 Swiss=11 | 大钢弩,流星索,打火机,绵鳚,燃烧响炮,燃烧子弹,毒须鲶,篝火
  6. RR=226 anchor_m=226 Swiss=10 | 大钢弩,加速烙刀,篝火,打火机,燃烧子弹,拍立蚌,燃烧响炮
  7. RR=224 anchor_m=224 Swiss=10 | 大钢弩,打火机,绵鳚,燃烧响炮,燃烧子弹,套娃,毒须鲶,篝火
  8. RR=223 anchor_m=223 Swiss=10 | 大钢弩,加速烙刀,篝火,打火机,燃烧子弹,套娃,燃烧响炮
  9. RR=217 anchor_m=217 Swiss=10 | 大钢弩,加速烙刀,篝火,打火机,燃烧子弹,燃烧响炮,枪套
  10. RR=212 anchor_m=212 Swiss=11 | 加速烙刀,绵鳚,珊瑚护甲,篝火,打火机,燃烧子弹,燃烧响炮
  11. RR=207 anchor_m=207 Swiss=10 | 枪套,篝火,绵鳚,加速烙刀,燃烧子弹,燃烧响炮,大钢弩
  12. RR=202 anchor_m=202 Swiss=10 | 大钢弩,打火机,绵鳚,燃烧响炮,燃烧子弹,毒须鲶,篝火,珊瑚
  13. RR=194 anchor_m=194 Swiss=10 | 篝火,绵鳚,加速烙刀,套娃,燃烧子弹,燃烧响炮,大钢弩
  14. RR=192 anchor_m=192 Swiss=10 | 篝火,绵鳚,加速烙刀,燃烧子弹,燃烧响炮,烈酒杯,大钢弩
  15. RR=191 anchor_m=191 Swiss=11 | 大钢弩,打火机,拍立蚌,燃烧子弹,加速烙刀,绵鳚,篝火
  16. RR=184 anchor_m=184 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,救生圈
  17. RR=180 anchor_m=180 Swiss=10 | 珊瑚,篝火,绵鳚,加速烙刀,燃烧子弹,燃烧响炮,大钢弩
  18. RR=179 anchor_m=179 Swiss=10 | 小冰镐,绵鳚,燃烧响炮,拍立蚌,燃烧子弹,打火机,篝火,加速烙刀
  19. RR=175 anchor_m=175 Swiss=10 | 大钢弩,打火机,绵鳚,燃烧响炮,燃烧子弹,淬锋钢,毒须鲶,篝火
  20. RR=172 anchor_m=172 Swiss=10 | 大钢弩,打火机,绵鳚,烈酒杯,加速烙刀,篝火,燃烧响炮

[GDF] seeds: 绵鳚
[GDF] size=10 top 20
  1. RR=274 anchor_m=274 Swiss=11 | 打火机,枪套,水母,潜水配重,绵鳚,加速烙刀,燃烧响炮,大钢弩
  2. RR=233 anchor_m=233 Swiss=11 | 大钢弩,燃烧子弹,打火机,绵鳚,加速烙刀,篝火,燃烧响炮
  3. RR=230 anchor_m=227 Swiss=10 | 篝火,燃烧响炮,燃烧子弹,藏刃匕首,绵鳚,加速烙刀,大钢弩
  4. RR=226 anchor_m=226 Swiss=10 | 打火机,绵鳚,加速烙刀,枪套,篝火,燃烧响炮,大钢弩
  5. RR=221 anchor_m=221 Swiss=10 | 打火机,枪套,潜水配重,绵鳚,加速烙刀,燃烧响炮,大钢弩,烈酒杯
  6. RR=215 anchor_m=215 Swiss=10 | 打火机,枪套,珊瑚,潜水配重,绵鳚,加速烙刀,燃烧响炮,大钢弩
  7. RR=205 anchor_m=205 Swiss=11 | 打火机,枪套,飞鱼,潜水配重,绵鳚,加速烙刀,燃烧响炮,大钢弩
  8. RR=203 anchor_m=203 Swiss=10 | 打火机,枪套,大钢弩,理查森先生,潜水配重,绵鳚,加速烙刀,燃烧响炮
  9. RR=203 anchor_m=202 Swiss=10 | 燃烧响炮,藏刃匕首,枪套,水母,潜水配重,绵鳚,加速烙刀,大钢弩
  10. RR=198 anchor_m=198 Swiss=10 | 打火机,绵鳚,鹦鹉皮特,加速烙刀,篝火,燃烧响炮,大钢弩
  11. RR=196 anchor_m=196 Swiss=11 | 燃烧响炮,藏刃匕首,潜水配重,绵鳚,加速烙刀,打火机,大钢弩,枪套
  12. RR=192 anchor_m=192 Swiss=10 | 燃烧响炮,藏刃匕首,潜水配重,绵鳚,加速烙刀,烈酒杯,枪套,大钢弩
  13. RR=190 anchor_m=190 Swiss=10 | 淬锋钢,燃烧子弹,打火机,绵鳚,加速烙刀,珊瑚,篝火,燃烧响炮
  14. RR=190 anchor_m=190 Swiss=10 | 打火机,枪套,珍珠,潜水配重,绵鳚,加速烙刀,燃烧响炮,大钢弩
  15. RR=190 anchor_m=190 Swiss=10 | 大钢弩,枪套,打火机,燃烧子弹,潜水配重,绵鳚,加速烙刀,燃烧响炮
  16. RR=189 anchor_m=189 Swiss=11 | 燃烧响炮,藏刃匕首,燃烧子弹,潜水配重,绵鳚,加速烙刀,枪套,大钢弩
  17. RR=186 anchor_m=186 Swiss=10 | 套娃,燃烧子弹,打火机,绵鳚,加速烙刀,小冰镐,篝火,燃烧响炮
  18. RR=182 anchor_m=182 Swiss=10 | 燃烧子弹,打火机,绵鳚,加速烙刀,珊瑚护甲,篝火,燃烧响炮
  19. RR=179 anchor_m=178 Swiss=10 | 流星索,燃烧子弹,打火机,绵鳚,珊瑚,加速烙刀,篝火,燃烧响炮
  20. RR=181 anchor_m=173 Swiss=10 | 打火机,绵鳚,珊瑚,加速烙刀,篝火,燃烧响炮,燃烧子弹,拍立蚌

[GDF] seeds: 舱底蠕虫
[GDF] size=10 top 20
  1. RR=291 anchor_m=5 Swiss=10 | 大钢弩,燃烧响炮,绵鳚,打火机,燃烧子弹,毒须鲶,篝火,舱底蠕虫
  2. RR=283 anchor_m=18 Swiss=10 | 大钢弩,燃烧响炮,燃烧子弹,打火机,篝火,加速烙刀,舱底蠕虫
  3. RR=260 anchor_m=60 Swiss=10 | 手斧,燃烧响炮,燃烧子弹,打火机,篝火,绵鳚,加速烙刀,舱底蠕虫
