# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=276 anchor_m=5 Swiss=11 | 篝火,打火机,燃烧子弹,三花,燃烧响炮,绵鳚,珊瑚,大钢弩
  7. RR=217 anchor_m=217 Swiss=10 | 枪套,燃烧响炮,燃烧子弹,打火机,篝火,大钢弩,加速烙刀
  8. RR=215 anchor_m=205 Swiss=10 | 燃烧响炮,打火机,枪套,大钢弩,篝火,加速烙刀,烈酒杯
  9. RR=214 anchor_m=202 Swiss=11 | 燃烧响炮,燃烧子弹,打火机,大钢弩,篝火,加速烙刀,烈酒杯
  10. RR=210 anchor_m=210 Swiss=11 | 燃烧响炮,燃烧子弹,打火机,大钢弩,绵鳚,加速烙刀,藏刃匕首,枪套
  11. RR=208 anchor_m=208 Swiss=10 | 流星索,燃烧响炮,燃烧子弹,打火机,大钢弩,绵鳚,加速烙刀,枪套
  12. RR=202 anchor_m=201 Swiss=10 | 珊瑚护甲,篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀
  13. RR=198 anchor_m=197 Swiss=10 | 理查森先生,篝火,燃烧响炮,燃烧子弹,拍立蚌,打火机,绵鳚,加速烙刀
  14. RR=195 anchor_m=195 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,大钢弩,绵鳚,加速烙刀,葡萄弹,枪套
  15. RR=190 anchor_m=190 Swiss=10 | 燃烧响炮,绵鳚,大钢弩,烈酒杯,打火机,燃烧子弹,毒须鲶,篝火
  16. RR=176 anchor_m=176 Swiss=10 | 燃烧响炮,拍立蚌,燃烧子弹,打火机,大钢弩,绵鳚,加速烙刀,枪套
  17. RR=175 anchor_m=175 Swiss=10 | 燃烧响炮,鹦鹉皮特,绵鳚,大钢弩,打火机,篝火,加速烙刀
  18. RR=173 anchor_m=172 Swiss=10 | 珊瑚,理查森先生,篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀
  19. RR=173 anchor_m=168 Swiss=10 | 燃烧响炮,绵鳚,打火机,大钢弩,毒须鲶,标枪,篝火
  20. RR=166 anchor_m=165 Swiss=10 | 燃烧响炮,潜水配重,绵鳚,大钢弩,打火机,篝火,加速烙刀

[GDF] seeds: 燃烧子弹
[GDF] size=10 top 20
  1. RR=252 anchor_m=232 Swiss=11 | 篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,加速烙刀
  2. RR=245 anchor_m=178 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,毒须鲶,篝火,枪套
  3. RR=208 anchor_m=203 Swiss=9 | 燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,手雷,毒须鲶,篝火
  4. RR=236 anchor_m=112 Swiss=9 | 枪套,燃烧响炮,燃烧子弹,打火机,绵鳚,小冰镐,篝火,大钢弩
  5. RR=195 anchor_m=193 Swiss=10 | 燃烧响炮,拍立蚌,燃烧子弹,打火机,绵鳚,大钢弩,毒须鲶,篝火
  6. RR=191 anchor_m=176 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,大钢弩,绵鳚,加速烙刀,枪套,手雷
  7. RR=185 anchor_m=184 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,毒须鲶,篝火,流星索
  8. RR=188 anchor_m=159 Swiss=9 | 燃烧响炮,燃烧子弹,打火机,大钢弩,绵鳚,加速烙刀,流星索,枪套
  9. RR=182 anchor_m=170 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,大钢弩,绵鳚,加速烙刀,枪套,靴里剑
  10. RR=181 anchor_m=163 Swiss=9 | 枪套,燃烧响炮,燃烧子弹,打火机,加速烙刀,绵鳚,大钢弩,小冰镐
  11. RR=176 anchor_m=161 Swiss=9 | 燃烧响炮,燃烧子弹,打火机,大钢弩,绵鳚,加速烙刀,枪套,手斧
  12. RR=171 anchor_m=171 Swiss=9 | 盐钳海盗,燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,毒须鲶,篝火
  13. RR=172 anchor_m=161 Swiss=9 | 小冰镐,篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀,流星索
  14. RR=185 anchor_m=129 Swiss=9 | 燃烧响炮,燃烧子弹,打火机,大钢弩,绵鳚,加速烙刀,藏刃匕首,枪套
  15. RR=204 anchor_m=84 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀,救生圈,枪套,珊瑚
  16. RR=157 anchor_m=154 Swiss=9 | 珊瑚护甲,篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀
  17. RR=170 anchor_m=126 Swiss=9 | 燃烧响炮,套娃,燃烧子弹,打火机,绵鳚,加速烙刀,救生圈,枪套
  18. RR=202 anchor_m=60 Swiss=10 | 枪套,燃烧响炮,燃烧子弹,打火机,标枪,绵鳚,小冰镐,大钢弩
  19. RR=152 anchor_m=150 Swiss=9 | 燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,毒须鲶,小冰镐,篝火
  20. RR=160 anchor_m=121 Swiss=10 | 大钢弩,燃烧响炮,燃烧子弹,拍立蚌,打火机,绵鳚,篝火,理查森先生

[GDF] seeds: 牌桌
[GDF] size=10 top 20
  1. RR=231 anchor_m=216 Swiss=11 | 十手,牌桌,皮皮虾,烈酒杯,炮弹,流星索,救生圈,拍立蚌
  2. RR=218 anchor_m=206 Swiss=11 | 十手,流星索,牌桌,皮皮虾,拍立蚌,救生圈,火药角,烈酒杯
  3. RR=208 anchor_m=194 Swiss=9 | 十手,救生圈,牌桌,皮皮虾,拍立蚌,烈酒杯,炮弹,手雷
  4. RR=192 anchor_m=162 Swiss=10 | 十手,牌桌,小冰镐,锁镰,皮皮虾,拍立蚌,流星索,烈酒杯,炮弹
  5. RR=186 anchor_m=172 Swiss=10 | 十手,流星索,枪套,牌桌,锁镰,皮皮虾,拍立蚌,火药角,烈酒杯
  6. RR=182 anchor_m=178 Swiss=10 | 十手,救生圈,牌桌,锁镰,皮皮虾,拍立蚌,烈酒杯,炮弹
  7. RR=178 anchor_m=163 Swiss=11 | 十手,流星索,码头缆索,牌桌,皮皮虾,拍立蚌,火药角,烈酒杯
  8. RR=174 anchor_m=171 Swiss=10 | 牌桌,皮皮虾,葡萄弹,拍立蚌,救生圈,十手,火药角,烈酒杯
  9. RR=169 anchor_m=164 Swiss=10 | 牌桌,皮皮虾,拍立蚌,救生圈,十手,锁镰,火药角,烈酒杯
  10. RR=168 anchor_m=162 Swiss=11 | 牌桌,皮皮虾,拍立蚌,烈酒杯,炮弹,手雷,流星索,救生圈
  11. RR=169 anchor_m=158 Swiss=11 | 十手,码头缆索,牌桌,皮皮虾,烈酒杯,炮弹,流星索,拍立蚌
  12. RR=172 anchor_m=150 Swiss=9 | 十手,流星索,飞镖发射器,牌桌,皮皮虾,锁镰,拍立蚌,火药角,烈酒杯
  13. RR=163 anchor_m=159 Swiss=11 | 牌桌,皮皮虾,拍立蚌,救生圈,手雷,十手,火药角,烈酒杯
  14. RR=197 anchor_m=86 Swiss=10 | 牌桌,枪套,皮皮虾,拍立蚌,流星索,大钢弩,火药角,烈酒杯
  15. RR=161 anchor_m=158 Swiss=9 | 救生圈,牌桌,皮皮虾,拍立蚌,珊瑚,十手,火药角,烈酒杯
  16. RR=160 anchor_m=147 Swiss=10 | 十手,牌桌,皮皮虾,烈酒杯,炮弹,手斧,抓钩,流星索,拍立蚌
  17. RR=157 anchor_m=150 Swiss=10 | 飞镖发射器,十手,枪套,牌桌,皮皮虾,烈酒杯,炮弹,流星索,拍立蚌
  18. RR=164 anchor_m=132 Swiss=10 | 牌桌,救生圈,皮皮虾,拍立蚌,大钢弩,火药角,烈酒杯
  19. RR=156 anchor_m=147 Swiss=10 | 牌桌,皮皮虾,小冰镐,拍立蚌,救生圈,十手,火药角,烈酒杯
  20. RR=191 anchor_m=72 Swiss=11 | 牌桌,皮皮虾,潜水配重,拍立蚌,流星索,大钢弩,火药角,烈酒杯

[GDF] seeds: 独角鲸
[GDF] size=10 top 20
  1. RR=227 anchor_m=216 Swiss=11 | 湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,弹簧刀,手斧,舱底蠕虫
  2. RR=221 anchor_m=196 Swiss=10 | 湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,手斧,舱底蠕虫,左轮手枪
  3. RR=204 anchor_m=200 Swiss=10 | 湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,刺刀,手斧,舱底蠕虫
  4. RR=222 anchor_m=154 Swiss=10 | 湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,流星索,手斧,舱底蠕虫
  5. RR=206 anchor_m=170 Swiss=10 | 湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,手斧,手雷,舱底蠕虫
  6. RR=209 anchor_m=141 Swiss=11 | 湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,手斧,舱底蠕虫,小冰镐
  7. RR=183 anchor_m=151 Swiss=10 | 水草,船首像,淬锋钢,带刃悬浮板,潜水配重,独角鲸,手斧,舱底蠕虫
  8. RR=197 anchor_m=120 Swiss=11 | 淬锋钢,带刃悬浮板,潜水配重,鱼雷,拍立蚌,葡萄弹,手斧,独角鲸
  9. RR=190 anchor_m=124 Swiss=9 | 救生圈,淬锋钢,带刃悬浮板,潜水配重,独角鲸,鲨齿爪,舱底蠕虫
  10. RR=212 anchor_m=74 Swiss=10 | 水草,绵鳚,元素深水炸弹,雪怪蟹,水母,救生圈,独角鲸,小冰镐
  11. RR=174 anchor_m=149 Swiss=10 | 淬锋钢,珍珠,带刃悬浮板,潜水配重,鱼雷,流星索,手斧,独角鲸
  12. RR=201 anchor_m=94 Swiss=10 | 救生圈,珍珠,绵鳚,元素深水炸弹,雪怪蟹,水母,独角鲸,小冰镐
  13. RR=176 anchor_m=131 Swiss=9 | 船首像,救生圈,淬锋钢,带刃悬浮板,潜水配重,独角鲸,手斧
  14. RR=173 anchor_m=127 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,鱼雷,枪套,葡萄弹,手斧,独角鲸
  15. RR=176 anchor_m=104 Swiss=11 | 船长舱,珊瑚,淬锋钢,带刃悬浮板,潜水配重,独角鲸,舱底蠕虫
  16. RR=169 anchor_m=118 Swiss=10 | 救生圈,淬锋钢,带刃悬浮板,潜水配重,独角鲸,靴里剑,手斧,舱底蠕虫
  17. RR=168 anchor_m=116 Swiss=10 | 船首像,珊瑚,淬锋钢,带刃悬浮板,潜水配重,独角鲸,小冰镐,舱底蠕虫
  18. RR=169 anchor_m=112 Swiss=10 | 船长舱,淬锋钢,带刃悬浮板,潜水配重,独角鲸,手斧,舱底蠕虫
  19. RR=188 anchor_m=74 Swiss=10 | 救生圈,拍立蚌,绵鳚,元素深水炸弹,雪怪蟹,水母,独角鲸,小冰镐
  20. RR=175 anchor_m=95 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,鱼雷,手斧,流星索,独角鲸,左轮手枪

[GDF] seeds: 狼筅
[GDF] size=10 top 20
  1. RR=281 anchor_m=259 Swiss=11 | 大钢弩,狼筅,篝火,打火机,珊瑚,绵鳚,燃烧响炮
  2. RR=268 anchor_m=164 Swiss=11 | 篝火,狼筅,加速烙刀,绵鳚,打火机,燃烧子弹,燃烧响炮
  3. RR=215 anchor_m=215 Swiss=10 | 狼筅,加速烙刀,标枪,绵鳚,打火机,枪套,燃烧响炮
  4. RR=188 anchor_m=188 Swiss=9 | 狼筅,加速烙刀,标枪,绵鳚,打火机,燃烧子弹,燃烧响炮
  5. RR=185 anchor_m=179 Swiss=10 | 火炮,救生圈,狼筅,打火机,绵鳚,小冰镐,燃烧响炮
  6. RR=207 anchor_m=135 Swiss=11 | 狼筅,加速烙刀,绵鳚,潜水配重,打火机,枪套,珊瑚,燃烧响炮
  7. RR=209 anchor_m=129 Swiss=11 | 狼筅,加速烙刀,绵鳚,潜水配重,打火机,枪套,燃烧响炮,流星索
  8. RR=203 anchor_m=138 Swiss=10 | 狼筅,加速烙刀,绵鳚,潜水配重,珍珠,打火机,枪套,燃烧响炮
  9. RR=200 anchor_m=142 Swiss=10 | 狼筅,加速烙刀,绵鳚,潜水配重,水草,打火机,枪套,燃烧响炮
  10. RR=212 anchor_m=117 Swiss=10 | 篝火,狼筅,加速烙刀,绵鳚,打火机,枪套,燃烧响炮
  11. RR=186 anchor_m=153 Swiss=10 | 珊瑚,狼筅,加速烙刀,绵鳚,打火机,枪套,燃烧响炮,流星索
  12. RR=184 anchor_m=145 Swiss=10 | 狼筅,加速烙刀,绵鳚,潜水配重,海螺壳,打火机,枪套,燃烧响炮
  13. RR=183 anchor_m=143 Swiss=10 | 珊瑚,狼筅,加速烙刀,绵鳚,打火机,枪套,燃烧响炮,拍立蚌
  14. RR=199 anchor_m=107 Swiss=10 | 狼筅,加速烙刀,绵鳚,潜水配重,拍立蚌,打火机,枪套,燃烧响炮
  15. RR=189 anchor_m=125 Swiss=10 | 狼筅,加速烙刀,绵鳚,潜水配重,打火机,枪套,燃烧响炮,小冰镐
  16. RR=175 anchor_m=145 Swiss=10 | 狼筅,加速烙刀,绵鳚,潜水配重,打火机,枪套,燃烧响炮,葡萄弹
  17. RR=162 anchor_m=162 Swiss=10 | 珊瑚,大钢弩,狼筅,绵鳚,打火机,燃烧子弹,燃烧响炮,藏刃匕首
  18. RR=181 anchor_m=122 Swiss=10 | 狼筅,加速烙刀,绵鳚,潜水配重,打火机,枪套,理查森先生,燃烧响炮
  19. RR=192 anchor_m=95 Swiss=11 | 狼筅,枪套,加速烙刀,绵鳚,潜水配重,打火机,燃烧子弹,燃烧响炮
  20. RR=171 anchor_m=125 Swiss=10 | 狼筅,加速烙刀,绵鳚,潜水配重,水母,打火机,枪套,燃烧响炮

[GDF] seeds: 珊瑚
[GDF] size=10 top 20
  1. RR=196 anchor_m=96 Swiss=11 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,海影宝驹,珊瑚
  2. RR=182 anchor_m=106 Swiss=10 | 小冰镐,雪怪蟹,元素深水炸弹,绵鳚,潜水配重,拍立蚌,皮皮虾,珊瑚,海螺壳
  3. RR=189 anchor_m=90 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,盐钳海盗,海螺壳,珊瑚
  4. RR=179 anchor_m=101 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,吸血章鱼,珍珠,珊瑚
  5. RR=170 anchor_m=112 Swiss=10 | 小冰镐,飞鱼,迷幻蝠鲼,雪怪蟹,元素深水炸弹,绵鳚,海螺壳,珍珠,珊瑚
  6. RR=170 anchor_m=112 Swiss=9 | 吸血章鱼,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,小冰镐,拍立蚌
  7. RR=173 anchor_m=104 Swiss=11 | 小冰镐,雪怪蟹,元素深水炸弹,绵鳚,理查森先生,潜水配重,拍立蚌,珊瑚,海螺壳
  8. RR=177 anchor_m=87 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,吸血章鱼,海螺壳,珊瑚
  9. RR=171 anchor_m=91 Swiss=11 | 小冰镐,飞鱼,拍立蚌,迷幻蝠鲼,雪怪蟹,元素深水炸弹,绵鳚,海螺壳,珊瑚
  10. RR=176 anchor_m=79 Swiss=11 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,迷幻蝠鲼,盐钳海盗,珊瑚
  11. RR=161 anchor_m=98 Swiss=10 | 小冰镐,拍立蚌,鱼饵,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,海螺壳,珊瑚
  12. RR=173 anchor_m=74 Swiss=10 | 拍立蚌,小冰镐,飞鱼,迷幻蝠鲼,皮皮虾,雪怪蟹,元素深水炸弹,绵鳚,珊瑚
  13. RR=165 anchor_m=90 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,吸血章鱼,珊瑚
  14. RR=165 anchor_m=89 Swiss=10 | 海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,小冰镐,拍立蚌,鱼饵
  15. RR=165 anchor_m=84 Swiss=10 | 珍珠,小冰镐,雪怪蟹,元素深水炸弹,绵鳚,潜水配重,拍立蚌,珊瑚,海螺壳
  16. RR=170 anchor_m=73 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,盐钳海盗,皮皮虾,珊瑚
  17. RR=161 anchor_m=87 Swiss=11 | 海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,盐钳海盗,珊瑚,小冰镐,拍立蚌
  18. RR=154 anchor_m=101 Swiss=10 | 小冰镐,飞鱼,迷幻蝠鲼,食人鱼,雪怪蟹,元素深水炸弹,绵鳚,海螺壳,珊瑚
  19. RR=162 anchor_m=82 Swiss=10 | 海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,小冰镐,皮皮虾,拍立蚌
  20. RR=168 anchor_m=68 Swiss=9 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,理查森先生,珊瑚,潜水配重

[GDF] seeds: 珊瑚护甲
[GDF] size=10 top 20
  1. RR=205 anchor_m=124 Swiss=10 | 拍立蚌,珊瑚护甲,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  2. RR=203 anchor_m=153 Swiss=11 | 小冰镐,珊瑚护甲,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,水草
  3. RR=202 anchor_m=130 Swiss=10 | 珊瑚护甲,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,鱼饵
  4. RR=188 anchor_m=151 Swiss=11 | 小冰镐,珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,水草
  5. RR=202 anchor_m=110 Swiss=11 | 珊瑚护甲,拍立蚌,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  6. RR=183 anchor_m=127 Swiss=10 | 珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,拍立蚌,小冰镐
  7. RR=183 anchor_m=123 Swiss=10 | 珊瑚护甲,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,皮皮虾
  8. RR=178 anchor_m=131 Swiss=11 | 拍立蚌,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,珊瑚护甲,鱼饵,小冰镐
  9. RR=172 anchor_m=141 Swiss=10 | 海螺壳,小冰镐,珊瑚护甲,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚
  10. RR=179 anchor_m=100 Swiss=10 | 珊瑚,拍立蚌,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,珊瑚护甲,小冰镐
  11. RR=174 anchor_m=110 Swiss=10 | 珊瑚护甲,迷幻蝠鲼,吸血章鱼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  12. RR=168 anchor_m=120 Swiss=10 | 珊瑚护甲,盐钳海盗,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  13. RR=167 anchor_m=122 Swiss=10 | 珊瑚护甲,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳,珊瑚
  14. RR=176 anchor_m=103 Swiss=11 | 珊瑚护甲,海螺壳,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  15. RR=167 anchor_m=121 Swiss=10 | 珊瑚护甲,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,潜水配重,珊瑚
  16. RR=169 anchor_m=117 Swiss=9 | 珊瑚护甲,飞鱼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  17. RR=174 anchor_m=103 Swiss=10 | 珊瑚护甲,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,流星索
  18. RR=162 anchor_m=121 Swiss=10 | 珊瑚护甲,吸血章鱼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  19. RR=176 anchor_m=91 Swiss=10 | 皮皮虾,拍立蚌,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,珊瑚护甲,小冰镐
  20. RR=153 anchor_m=135 Swiss=10 | 海螺壳,小冰镐,珊瑚护甲,水母,雪怪蟹,元素深水炸弹,绵鳚,水草

[GDF] seeds: 珍珠
[GDF] size=10 top 20
  1. RR=213 anchor_m=83 Swiss=11 | 拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,珍珠
  2. RR=180 anchor_m=120 Swiss=10 | 海影宝驹,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,珍珠
  3. RR=186 anchor_m=106 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,海螺壳,鱼饵,珍珠
  4. RR=194 anchor_m=73 Swiss=11 | 拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,盐钳海盗,珍珠
  5. RR=189 anchor_m=82 Swiss=11 | 拍立蚌,海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,珍珠
  6. RR=184 anchor_m=88 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,海螺壳,珍珠
  7. RR=177 anchor_m=101 Swiss=10 | 水草,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,海螺壳,珍珠
  8. RR=187 anchor_m=72 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,理查森先生,拍立蚌,珍珠
  9. RR=166 anchor_m=110 Swiss=11 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,飞鱼,潜水配重,海螺壳,珍珠
  10. RR=170 anchor_m=99 Swiss=10 | 龙涎香,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,海螺壳,珍珠,拍立蚌
  11. RR=176 anchor_m=79 Swiss=10 | 拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,鱼饵,珍珠
  12. RR=161 anchor_m=109 Swiss=9 | 独角鲸,小冰镐,拍立蚌,水草,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠
  13. RR=166 anchor_m=89 Swiss=10 | 迷幻蝠鲼,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,海螺壳,珍珠
  14. RR=161 anchor_m=88 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,海螺壳,独角鲸,珍珠
  15. RR=163 anchor_m=83 Swiss=10 | 鱼饵,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,海螺壳,珍珠
  16. RR=162 anchor_m=84 Swiss=9 | 拍立蚌,盐钳海盗,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,珍珠
  17. RR=156 anchor_m=94 Swiss=9 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,海螺壳,龙涎香,珍珠
  18. RR=162 anchor_m=80 Swiss=9 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,理查森先生,海螺壳,珍珠
  19. RR=158 anchor_m=88 Swiss=9 | 皮皮虾,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,海螺壳,珍珠
  20. RR=165 anchor_m=71 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,毒须鲶,海螺壳,珍珠

[GDF] seeds: 理查森先生
[GDF] size=10 top 20
  1. RR=253 anchor_m=76 Swiss=11 | 烈酒杯,加速烙刀,大钢弩,绵鳚,潜水配重,理查森先生,枪套,葡萄弹
  2. RR=241 anchor_m=87 Swiss=11 | 烈酒杯,加速烙刀,大钢弩,绵鳚,潜水配重,理查森先生,枪套,十手
  3. RR=242 anchor_m=56 Swiss=11 | 烈酒杯,燃烧响炮,加速烙刀,大钢弩,绵鳚,潜水配重,理查森先生,枪套
  4. RR=212 anchor_m=80 Swiss=11 | 烈酒杯,加速烙刀,绵鳚,潜水配重,理查森先生,枪套,大钢弩,拍立蚌
  5. RR=171 anchor_m=158 Swiss=10 | 加速烙刀,绵鳚,大钢弩,潜水配重,理查森先生,枪套,打火机,燃烧响炮
  6. RR=210 anchor_m=78 Swiss=10 | 烈酒杯,加速烙刀,绵鳚,大钢弩,潜水配重,水母,理查森先生,枪套
  7. RR=221 anchor_m=55 Swiss=10 | 烈酒杯,加速烙刀,大钢弩,绵鳚,潜水配重,皮皮虾,理查森先生,枪套
  8. RR=165 anchor_m=156 Swiss=10 | 燃烧响炮,葡萄弹,加速烙刀,绵鳚,大钢弩,潜水配重,理查森先生,枪套
  9. RR=167 anchor_m=132 Swiss=10 | 加速烙刀,绵鳚,大钢弩,潜水配重,理查森先生,枪套,藏刃匕首,打火机
  10. RR=185 anchor_m=88 Swiss=10 | 烈酒杯,加速烙刀,绵鳚,潜水配重,理查森先生,枪套,海螺壳,大钢弩
  11. RR=183 anchor_m=72 Swiss=10 | 烈酒杯,水草,加速烙刀,绵鳚,潜水配重,理查森先生,枪套,大钢弩
  12. RR=174 anchor_m=87 Swiss=10 | 烈酒杯,加速烙刀,绵鳚,龙涎香,潜水配重,理查森先生,枪套,大钢弩
  13. RR=191 anchor_m=50 Swiss=10 | 烈酒杯,加速烙刀,绵鳚,潜水配重,理查森先生,枪套,大钢弩,小冰镐
  14. RR=185 anchor_m=59 Swiss=11 | 烈酒杯,加速烙刀,绵鳚,潜水配重,理查森先生,迷幻蝠鲼,枪套,大钢弩
  15. RR=191 anchor_m=43 Swiss=10 | 烈酒杯,加速烙刀,绵鳚,潜水配重,理查森先生,枪套,大钢弩,流星索
  16. RR=175 anchor_m=68 Swiss=10 | 加速烙刀,绵鳚,潜水配重,理查森先生,大钢弩,流星索,小冰镐,枪套
  17. RR=176 anchor_m=65 Swiss=10 | 烈酒杯,抓钩,加速烙刀,绵鳚,潜水配重,理查森先生,枪套,大钢弩
  18. RR=146 anchor_m=121 Swiss=10 | 燃烧响炮,枪套,加速烙刀,绵鳚,大钢弩,潜水配重,水母,理查森先生
  19. RR=168 anchor_m=72 Swiss=10 | 燃烧响炮,加速烙刀,大钢弩,绵鳚,潜水配重,理查森先生,枪套,藏刃匕首
  20. RR=166 anchor_m=73 Swiss=9 | 烈酒杯,加速烙刀,绵鳚,潜水配重,理查森先生,枪套,大钢弩,珊瑚

[GDF] seeds: 皮皮虾
[GDF] size=10 top 20
  1. RR=195 anchor_m=33 Swiss=11 | 大钢弩,绵鳚,十手,拍立蚌,枪套,流星索,火药角,烈酒杯,皮皮虾
  2. RR=164 anchor_m=138 Swiss=9 | 拍立蚌,火药角,烈酒杯,绵鳚,皮皮虾,大钢弩,救生圈,枪套
  3. RR=180 anchor_m=67 Swiss=10 | 大钢弩,绵鳚,十手,拍立蚌,枪套,火药角,烈酒杯,独角鲸,皮皮虾
  4. RR=182 anchor_m=60 Swiss=10 | 大钢弩,绵鳚,打火机,十手,拍立蚌,枪套,火药角,烈酒杯,皮皮虾
  5. RR=174 anchor_m=70 Swiss=10 | 大钢弩,绵鳚,拍立蚌,十手,理查森先生,枪套,火药角,烈酒杯,皮皮虾
