# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=278 anchor_m=6 Swiss=11 | 燃烧响炮,淬锋钢,燃烧子弹,打火机,篝火,绵鳚,加速烙刀,三花
  9. RR=201 anchor_m=194 Swiss=10 | 燃烧响炮,狼筅,加速烙刀,绵鳚,打火机,燃烧子弹,流星索,枪套
  10. RR=208 anchor_m=179 Swiss=10 | 燃烧响炮,狼筅,加速烙刀,绵鳚,潜水配重,拍立蚌,打火机,枪套
  11. RR=202 anchor_m=191 Swiss=10 | 燃烧响炮,狼筅,珊瑚,加速烙刀,绵鳚,潜水配重,打火机,枪套
  12. RR=200 anchor_m=169 Swiss=10 | 燃烧响炮,狼筅,加速烙刀,绵鳚,潜水配重,小冰镐,打火机,枪套
  13. RR=187 anchor_m=178 Swiss=10 | 燃烧响炮,狼筅,理查森先生,加速烙刀,绵鳚,潜水配重,打火机,枪套
  14. RR=186 anchor_m=171 Swiss=10 | 燃烧响炮,狼筅,加速烙刀,绵鳚,潜水配重,珍珠,打火机,枪套
  15. RR=181 anchor_m=175 Swiss=11 | 燃烧响炮,狼筅,藏刃匕首,拍立蚌,加速烙刀,绵鳚,打火机,枪套
  16. RR=187 anchor_m=162 Swiss=10 | 燃烧响炮,狼筅,加速烙刀,绵鳚,打火机,藏刃匕首,流星索,枪套
  17. RR=177 anchor_m=176 Swiss=9 | 燃烧响炮,狼筅,拍立蚌,燃烧子弹,加速烙刀,绵鳚,打火机,枪套
  18. RR=176 anchor_m=170 Swiss=9 | 手斧,燃烧响炮,狼筅,加速烙刀,绵鳚,潜水配重,打火机,枪套
  19. RR=177 anchor_m=154 Swiss=10 | 燃烧响炮,狼筅,加速烙刀,绵鳚,潜水配重,水母,打火机,枪套
  20. RR=165 anchor_m=165 Swiss=10 | 小冰镐,水车,淬锋钢,珊瑚护甲,狼筅,藏刃匕首

[GDF] seeds: 珊瑚
[GDF] size=10 top 20
  1. RR=209 anchor_m=90 Swiss=11 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,珊瑚,拍立蚌
  2. RR=190 anchor_m=101 Swiss=10 | 拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,海螺壳,珊瑚
  3. RR=180 anchor_m=119 Swiss=9 | 皮皮虾,海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,珊瑚
  4. RR=178 anchor_m=118 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,拍立蚌,海螺壳,珊瑚
  5. RR=179 anchor_m=101 Swiss=10 | 海螺壳,鱼饵,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,珊瑚
  6. RR=180 anchor_m=96 Swiss=10 | 海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,珊瑚
  7. RR=171 anchor_m=108 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,潜水配重,海螺壳,珊瑚
  8. RR=172 anchor_m=98 Swiss=10 | 理查森先生,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,拍立蚌,珊瑚
  9. RR=160 anchor_m=122 Swiss=9 | 水草,海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,珊瑚
  10. RR=171 anchor_m=96 Swiss=10 | 海螺壳,鱼饵,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,珊瑚
  11. RR=166 anchor_m=97 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,珊瑚,盐钳海盗
  12. RR=165 anchor_m=96 Swiss=11 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,盐钳海盗,潜水配重,珊瑚
  13. RR=153 anchor_m=118 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,海螺壳,珊瑚,水草
  14. RR=156 anchor_m=110 Swiss=10 | 海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,独角鲸,拍立蚌,珊瑚
  15. RR=166 anchor_m=90 Swiss=9 | 珍珠,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,潜水配重,珊瑚
  16. RR=163 anchor_m=92 Swiss=10 | 毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳,拍立蚌,鱼饵,珊瑚
  17. RR=155 anchor_m=107 Swiss=10 | 毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珍珠,拍立蚌,珊瑚,鱼饵
  18. RR=168 anchor_m=78 Swiss=10 | 鱼饵,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,珊瑚
  19. RR=155 anchor_m=102 Swiss=11 | 海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,盐钳海盗,珊瑚
  20. RR=154 anchor_m=104 Swiss=9 | 水草,珍珠,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,珊瑚

[GDF] seeds: 珊瑚护甲
[GDF] size=10 top 20
  1. RR=203 anchor_m=179 Swiss=9 | 珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草
  2. RR=197 anchor_m=171 Swiss=10 | 珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  3. RR=199 anchor_m=155 Swiss=10 | 珊瑚护甲,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳
  4. RR=201 anchor_m=149 Swiss=9 | 珊瑚护甲,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  5. RR=189 anchor_m=166 Swiss=9 | 珊瑚护甲,潜水配重,水草,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶
  6. RR=192 anchor_m=152 Swiss=9 | 珊瑚护甲,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  7. RR=189 anchor_m=152 Swiss=10 | 珊瑚护甲,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌
  8. RR=186 anchor_m=148 Swiss=10 | 拍立蚌,珊瑚护甲,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草
  9. RR=183 anchor_m=146 Swiss=9 | 珊瑚护甲,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,飞鱼
  10. RR=183 anchor_m=143 Swiss=9 | 珊瑚护甲,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌,鱼饵
  11. RR=183 anchor_m=135 Swiss=10 | 珊瑚护甲,拍立蚌,鱼饵,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶
  12. RR=179 anchor_m=142 Swiss=9 | 海螺壳,珊瑚护甲,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  13. RR=174 anchor_m=151 Swiss=10 | 珊瑚护甲,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳
  14. RR=180 anchor_m=132 Swiss=10 | 珊瑚护甲,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,皮皮虾
  15. RR=174 anchor_m=133 Swiss=9 | 珊瑚护甲,水草,拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶
  16. RR=177 anchor_m=127 Swiss=9 | 迷幻蝠鲼,珊瑚护甲,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  17. RR=172 anchor_m=134 Swiss=9 | 龙涎香,珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  18. RR=169 anchor_m=134 Swiss=9 | 珊瑚护甲,鱼饵,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  19. RR=172 anchor_m=125 Swiss=9 | 珊瑚护甲,盐钳海盗,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  20. RR=168 anchor_m=133 Swiss=9 | 珊瑚护甲,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,潜水配重

[GDF] seeds: 珍珠
[GDF] size=10 top 20
  1. RR=189 anchor_m=69 Swiss=10 | 皮皮虾,迷幻蝠鲼,拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  2. RR=188 anchor_m=125 Swiss=11 | 珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚,海螺壳,拍立蚌
  3. RR=181 anchor_m=128 Swiss=11 | 珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,理查森先生,珊瑚,拍立蚌
  4. RR=181 anchor_m=124 Swiss=10 | 珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚,拍立蚌,鱼饵
  5. RR=181 anchor_m=117 Swiss=9 | 皮皮虾,拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,水草,小冰镐
  6. RR=179 anchor_m=116 Swiss=10 | 拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,水草,鱼饵,小冰镐
  7. RR=185 anchor_m=103 Swiss=10 | 皮皮虾,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌,海螺壳
  8. RR=180 anchor_m=106 Swiss=10 | 珍珠,海螺壳,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  9. RR=180 anchor_m=104 Swiss=10 | 拍立蚌,珍珠,潜水配重,盐钳海盗,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  10. RR=183 anchor_m=97 Swiss=10 | 拍立蚌,珍珠,潜水配重,鱼饵,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  11. RR=162 anchor_m=109 Swiss=10 | 珍珠,海螺壳,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,理查森先生
  12. RR=168 anchor_m=96 Swiss=9 | 理查森先生,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌,鱼饵
  13. RR=163 anchor_m=105 Swiss=9 | 珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌,飞鱼,鱼饵
  14. RR=165 anchor_m=95 Swiss=11 | 海螺壳,拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,迷幻蝠鲼
  15. RR=163 anchor_m=94 Swiss=10 | 拍立蚌,迷幻蝠鲼,毒须鲶,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  16. RR=155 anchor_m=110 Swiss=10 | 珍珠,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,鱼饵,吸血章鱼
  17. RR=163 anchor_m=92 Swiss=11 | 珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草,拍立蚌,海螺壳
  18. RR=159 anchor_m=99 Swiss=9 | 珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌,龙涎香,海螺壳
  19. RR=152 anchor_m=112 Swiss=9 | 皮皮虾,海螺壳,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,鱼饵
  20. RR=154 anchor_m=104 Swiss=10 | 珍珠,水草,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚

[GDF] seeds: 理查森先生
[GDF] size=10 top 20
  1. RR=271 anchor_m=39 Swiss=11 | 燃烧响炮,枪套,大钢弩,潜水配重,理查森先生,绵鳚,加速烙刀,烈酒杯
  2. RR=257 anchor_m=141 Swiss=10 | 潜水配重,理查森先生,打火机,绵鳚,加速烙刀,燃烧响炮,枪套,大钢弩
  3. RR=241 anchor_m=126 Swiss=10 | 大钢弩,水母,潜水配重,理查森先生,打火机,绵鳚,加速烙刀,枪套
  4. RR=245 anchor_m=115 Swiss=10 | 大钢弩,燃烧响炮,潜水配重,理查森先生,藏刃匕首,绵鳚,加速烙刀,枪套
  5. RR=266 anchor_m=48 Swiss=11 | 飞鱼,潜水配重,理查森先生,绵鳚,加速烙刀,枪套,大钢弩,燃烧响炮
  6. RR=264 anchor_m=50 Swiss=11 | 大钢弩,枪套,燃烧响炮,水母,潜水配重,理查森先生,绵鳚,加速烙刀
  7. RR=239 anchor_m=93 Swiss=11 | 飞鱼,潜水配重,理查森先生,打火机,绵鳚,加速烙刀,枪套,大钢弩
  8. RR=265 anchor_m=39 Swiss=11 | 潜水配重,理查森先生,绵鳚,加速烙刀,大钢弩,枪套,火药角,烈酒杯
  9. RR=215 anchor_m=125 Swiss=10 | 打火机,潜水配重,理查森先生,大钢弩,藏刃匕首,绵鳚,加速烙刀,枪套
  10. RR=186 anchor_m=115 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,理查森先生,海螺壳,拍立蚌
  11. RR=178 anchor_m=128 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,潜水配重,理查森先生,珊瑚
  12. RR=169 anchor_m=118 Swiss=10 | 拍立蚌,潜水配重,皮皮虾,理查森先生,绵鳚,加速烙刀,枪套,火药角,烈酒杯
  13. RR=167 anchor_m=121 Swiss=10 | 飞鱼,潜水配重,理查森先生,小冰镐,绵鳚,加速烙刀,枪套,藏刃匕首,燃烧响炮
  14. RR=164 anchor_m=118 Swiss=11 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,潜水配重,理查森先生,海螺壳
  15. RR=158 anchor_m=127 Swiss=10 | 水母,潜水配重,理查森先生,打火机,小冰镐,绵鳚,加速烙刀,燃烧响炮,枪套
  16. RR=168 anchor_m=104 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,珊瑚,拍立蚌,理查森先生
  17. RR=159 anchor_m=111 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,理查森先生,海螺壳,水草
  18. RR=153 anchor_m=120 Swiss=9 | 飞鱼,潜水配重,理查森先生,小冰镐,绵鳚,加速烙刀,枪套,手斧,燃烧响炮
  19. RR=150 anchor_m=123 Swiss=9 | 潜水配重,皮皮虾,理查森先生,绵鳚,加速烙刀,枪套,火药角,烈酒杯,燃烧响炮
  20. RR=153 anchor_m=112 Swiss=9 | 潜水配重,理查森先生,篝火,打火机,绵鳚,加速烙刀,燃烧响炮,枪套

[GDF] seeds: 皮皮虾
[GDF] size=10 top 20
  1. RR=219 anchor_m=176 Swiss=11 | 大钢弩,绵鳚,皮皮虾,迷幻蝠鲼,盐钳海盗,枪套,火药角,烈酒杯,十手
  2. RR=208 anchor_m=181 Swiss=10 | 十手,烈酒杯,炮弹,皮皮虾,拍立蚌,枪套,流星索,绵鳚,大钢弩
  3. RR=210 anchor_m=173 Swiss=11 | 十手,烈酒杯,炮弹,手雷,大钢弩,绵鳚,皮皮虾,枪套,拍立蚌
  4. RR=211 anchor_m=108 Swiss=10 | 枪套,十手,烈酒杯,炮弹,皮皮虾,拍立蚌,潜水配重,流星索,大钢弩
  5. RR=201 anchor_m=124 Swiss=10 | 十手,盐钳海盗,绵鳚,大钢弩,火药角,烈酒杯,皮皮虾,枪套,拍立蚌
  6. RR=192 anchor_m=131 Swiss=10 | 流星索,十手,枪套,大钢弩,火药角,烈酒杯,皮皮虾,绵鳚,拍立蚌
  7. RR=182 anchor_m=151 Swiss=10 | 十手,烈酒杯,炮弹,理查森先生,皮皮虾,拍立蚌,枪套,流星索,大钢弩
  8. RR=169 anchor_m=143 Swiss=9 | 十手,枪套,迷幻蝠鲼,大钢弩,火药角,烈酒杯,皮皮虾,绵鳚,拍立蚌
  9. RR=171 anchor_m=136 Swiss=10 | 十手,烈酒杯,炮弹,抓钩,皮皮虾,拍立蚌,枪套,流星索,大钢弩
  10. RR=166 anchor_m=144 Swiss=10 | 十手,烈酒杯,炮弹,皮皮虾,拍立蚌,枪套,流星索,珊瑚,大钢弩
  11. RR=184 anchor_m=104 Swiss=10 | 十手,盐钳海盗,大钢弩,火药角,烈酒杯,潜水配重,皮皮虾,枪套,拍立蚌
  12. RR=165 anchor_m=132 Swiss=11 | 十手,盐钳海盗,迷幻蝠鲼,大钢弩,火药角,烈酒杯,皮皮虾,枪套,拍立蚌
  13. RR=172 anchor_m=113 Swiss=10 | 流星索,十手,火药角,烈酒杯,皮皮虾,大钢弩,拍立蚌,枪套,燃烧响炮
  14. RR=163 anchor_m=127 Swiss=10 | 十手,烈酒杯,炮弹,皮皮虾,拍立蚌,枪套,流星索,大钢弩,手斧
  15. RR=161 anchor_m=123 Swiss=10 | 十手,理查森先生,枪套,大钢弩,火药角,烈酒杯,皮皮虾,绵鳚,拍立蚌
  16. RR=173 anchor_m=95 Swiss=11 | 十手,盐钳海盗,大钢弩,火药角,烈酒杯,皮皮虾,枪套,拍立蚌,流星索
  17. RR=187 anchor_m=65 Swiss=11 | 十手,烈酒杯,炮弹,手雷,大钢弩,皮皮虾,潜水配重,拍立蚌,枪套
  18. RR=155 anchor_m=125 Swiss=10 | 皮皮虾,迷幻蝠鲼,枪套,理查森先生,潜水配重,炮弹,烈酒杯,大钢弩,十手
  19. RR=150 anchor_m=135 Swiss=10 | 十手,烈酒杯,炮弹,皮皮虾,拍立蚌,枪套,流星索,大钢弩,火药角
  20. RR=153 anchor_m=128 Swiss=10 | 十手,标枪,大钢弩,火药角,烈酒杯,皮皮虾,绵鳚,拍立蚌

[GDF] seeds: 盐钳海盗
[GDF] size=10 top 20
  1. RR=237 anchor_m=128 Swiss=11 | 盐钳海盗,潜水配重,绵鳚,加速烙刀,拍立蚌,枪套,大钢弩,烈酒杯
  2. RR=233 anchor_m=192 Swiss=10 | 燃烧响炮,烈酒杯,枪套,盐钳海盗,潜水配重,大钢弩,绵鳚,加速烙刀
  3. RR=206 anchor_m=163 Swiss=10 | 盐钳海盗,潜水配重,大钢弩,绵鳚,加速烙刀,枪套,十手,烈酒杯
  4. RR=205 anchor_m=140 Swiss=10 | 盐钳海盗,潜水配重,绵鳚,加速烙刀,枪套,大钢弩,烈酒杯,海螺壳
  5. RR=235 anchor_m=67 Swiss=10 | 流星索,盐钳海盗,潜水配重,绵鳚,加速烙刀,枪套,烈酒杯,大钢弩
  6. RR=198 anchor_m=122 Swiss=10 | 盐钳海盗,潜水配重,绵鳚,加速烙刀,枪套,龙涎香,大钢弩,烈酒杯
  7. RR=213 anchor_m=80 Swiss=10 | 盐钳海盗,理查森先生,潜水配重,绵鳚,加速烙刀,枪套,大钢弩,烈酒杯
  8. RR=200 anchor_m=98 Swiss=9 | 水草,盐钳海盗,潜水配重,绵鳚,加速烙刀,枪套,大钢弩,烈酒杯
  9. RR=179 anchor_m=133 Swiss=10 | 盐钳海盗,潜水配重,绵鳚,加速烙刀,枪套,集成式HUD,大钢弩,烈酒杯
  10. RR=215 anchor_m=55 Swiss=11 | 小冰镐,盐钳海盗,潜水配重,绵鳚,加速烙刀,枪套,烈酒杯,大钢弩
  11. RR=207 anchor_m=63 Swiss=11 | 盐钳海盗,潜水配重,绵鳚,加速烙刀,枪套,手雷,大钢弩,烈酒杯
  12. RR=180 anchor_m=116 Swiss=10 | 盐钳海盗,大钢弩,流星索,枪套,潜水配重,绵鳚,加速烙刀,燃烧响炮
  13. RR=214 anchor_m=46 Swiss=11 | 盐钳海盗,潜水配重,绵鳚,加速烙刀,枪套,藏刃匕首,大钢弩,烈酒杯
  14. RR=208 anchor_m=57 Swiss=10 | 盐钳海盗,珊瑚,潜水配重,绵鳚,加速烙刀,枪套,大钢弩,烈酒杯
  15. RR=183 anchor_m=107 Swiss=10 | 盐钳海盗,拍立蚌,潜水配重,绵鳚,加速烙刀,藏刃匕首,枪套,大钢弩
  16. RR=181 anchor_m=107 Swiss=10 | 锁镰,盐钳海盗,潜水配重,绵鳚,加速烙刀,枪套,大钢弩,烈酒杯
  17. RR=180 anchor_m=108 Swiss=11 | 盐钳海盗,潜水配重,绵鳚,加速烙刀,枪套,大钢弩,鹦鹉皮特,烈酒杯
  18. RR=183 anchor_m=101 Swiss=11 | 盐钳海盗,潜水配重,绵鳚,加速烙刀,枪套,蔻森娜纹章,大钢弩,烈酒杯
  19. RR=176 anchor_m=113 Swiss=10 | 宠物石,盐钳海盗,潜水配重,绵鳚,加速烙刀,枪套,大钢弩,烈酒杯
  20. RR=207 anchor_m=50 Swiss=10 | 枪套,盐钳海盗,烈酒杯,燃烧子弹,潜水配重,绵鳚,加速烙刀,大钢弩

[GDF] seeds: 码头缆索
[GDF] size=10 top 20
  1. RR=240 anchor_m=150 Swiss=11 | 皮皮虾,潜水配重,码头缆索,枪套,大钢弩,十手,火药角,烈酒杯
  2. RR=218 anchor_m=167 Swiss=11 | 皮皮虾,潜水配重,拍立蚌,码头缆索,大钢弩,十手,火药角,烈酒杯
  3. RR=217 anchor_m=149 Swiss=10 | 拍立蚌,皮皮虾,码头缆索,枪套,大钢弩,十手,火药角,烈酒杯
  4. RR=206 anchor_m=153 Swiss=11 | 皮皮虾,码头缆索,枪套,大钢弩,绵鳚,十手,火药角,烈酒杯
  5. RR=207 anchor_m=125 Swiss=11 | 皮皮虾,码头缆索,枪套,大钢弩,十手,火药角,烈酒杯,流星索
  6. RR=189 anchor_m=156 Swiss=11 | 标枪,皮皮虾,码头缆索,大钢弩,十手,火药角,烈酒杯
  7. RR=189 anchor_m=142 Swiss=10 | 皮皮虾,码头缆索,枪套,盐钳海盗,大钢弩,十手,火药角,烈酒杯
  8. RR=187 anchor_m=140 Swiss=11 | 迷幻蝠鲼,皮皮虾,码头缆索,枪套,大钢弩,十手,火药角,烈酒杯
  9. RR=190 anchor_m=133 Swiss=10 | 皮皮虾,藏刃匕首,码头缆索,枪套,大钢弩,十手,火药角,烈酒杯
  10. RR=172 anchor_m=159 Swiss=11 | 皮皮虾,水母,码头缆索,枪套,大钢弩,十手,火药角,烈酒杯
  11. RR=184 anchor_m=135 Swiss=10 | 皮皮虾,码头缆索,枪套,大钢弩,理查森先生,十手,火药角,烈酒杯
  12. RR=180 anchor_m=136 Swiss=10 | 小冰镐,皮皮虾,码头缆索,枪套,大钢弩,十手,火药角,烈酒杯
  13. RR=169 anchor_m=150 Swiss=9 | 抓钩,皮皮虾,潜水配重,码头缆索,大钢弩,十手,火药角,烈酒杯
  14. RR=169 anchor_m=145 Swiss=9 | 皮皮虾,靴里剑,码头缆索,枪套,大钢弩,十手,火药角,烈酒杯
  15. RR=171 anchor_m=139 Swiss=10 | 葡萄弹,皮皮虾,码头缆索,枪套,大钢弩,十手,火药角,烈酒杯
  16. RR=170 anchor_m=139 Swiss=10 | 皮皮虾,锁镰,码头缆索,枪套,大钢弩,十手,火药角,烈酒杯
  17. RR=172 anchor_m=131 Swiss=10 | 皮皮虾,绵鳚,十手,码头缆索,流星索,大钢弩,炮弹,烈酒杯
  18. RR=167 anchor_m=136 Swiss=10 | 抓钩,皮皮虾,码头缆索,枪套,大钢弩,十手,火药角,烈酒杯
  19. RR=158 anchor_m=144 Swiss=10 | 皮皮虾,潜水配重,码头缆索,大钢弩,十手,燃烧响炮,火药角,烈酒杯
  20. RR=163 anchor_m=131 Swiss=10 | 燃烧响炮,皮皮虾,码头缆索,枪套,大钢弩,十手,火药角,烈酒杯

[GDF] seeds: 篝火
[GDF] size=10 top 20
  1. RR=222 anchor_m=222 Swiss=11 | 燃烧子弹,燃烧响炮,篝火,绵鳚,标枪,打火机,大钢弩
  2. RR=222 anchor_m=222 Swiss=10 | 燃烧响炮,篝火,绵鳚,标枪,打火机,大钢弩,枪套
  3. RR=217 anchor_m=217 Swiss=10 | 燃烧响炮,篝火,标枪,打火机,燃烧子弹,拍立蚌,大钢弩
  4. RR=212 anchor_m=212 Swiss=10 | 理查森先生,拍立蚌,燃烧子弹,燃烧响炮,篝火,绵鳚,打火机,大钢弩
  5. RR=209 anchor_m=208 Swiss=10 | 救生圈,燃烧子弹,燃烧响炮,篝火,绵鳚,打火机,大钢弩
  6. RR=206 anchor_m=206 Swiss=11 | 燃烧响炮,标枪,篝火,打火机,燃烧子弹,葡萄弹,大钢弩
  7. RR=194 anchor_m=194 Swiss=10 | 小冰镐,燃烧响炮,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,大钢弩
  8. RR=193 anchor_m=192 Swiss=10 | 燃烧响炮,标枪,篝火,绵鳚,打火机,流星索,大钢弩
  9. RR=192 anchor_m=192 Swiss=11 | 燃烧响炮,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,珊瑚,大钢弩
  10. RR=190 anchor_m=190 Swiss=11 | 燃烧响炮,标枪,篝火,绵鳚,打火机,小冰镐,大钢弩
  11. RR=189 anchor_m=189 Swiss=10 | 燃烧响炮,篝火,绵鳚,打火机,大钢弩,拍立蚌,潜水配重,枪套
  12. RR=189 anchor_m=189 Swiss=10 | 燃烧响炮,篝火,绵鳚,标枪,打火机,手雷,大钢弩
  13. RR=184 anchor_m=184 Swiss=11 | 燃烧响炮,绵鳚,潜水配重,篝火,打火机,燃烧子弹,拍立蚌,大钢弩
  14. RR=181 anchor_m=181 Swiss=10 | 燃烧响炮,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,大钢弩,水草
  15. RR=176 anchor_m=176 Swiss=10 | 海影宝驹,燃烧子弹,燃烧响炮,篝火,绵鳚,打火机,大钢弩
  16. RR=174 anchor_m=174 Swiss=10 | 燃烧响炮,篝火,绵鳚,理查森先生,潜水配重,打火机,大钢弩,枪套
  17. RR=174 anchor_m=174 Swiss=10 | 手斧,燃烧响炮,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,大钢弩
  18. RR=173 anchor_m=173 Swiss=11 | 理查森先生,燃烧响炮,绵鳚,篝火,打火机,燃烧子弹,套娃,大钢弩
  19. RR=173 anchor_m=173 Swiss=10 | 龙涎香,燃烧响炮,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,大钢弩
  20. RR=173 anchor_m=172 Swiss=10 | 燃烧响炮,篝火,绵鳚,标枪,打火机,烈酒杯,大钢弩

[GDF] seeds: 绵鳚
[GDF] size=10 top 20
  1. RR=225 anchor_m=214 Swiss=10 | 大钢弩,藏刃匕首,燃烧响炮,潜水配重,绵鳚,加速烙刀,枪套,流星索
  2. RR=225 anchor_m=225 Swiss=10 | 燃烧响炮,加速烙刀,绵鳚,潜水配重,大钢弩,枪套,流星索,打火机
  3. RR=216 anchor_m=216 Swiss=11 | 燃烧响炮,加速烙刀,绵鳚,潜水配重,珊瑚,大钢弩,枪套,打火机
  4. RR=216 anchor_m=216 Swiss=10 | 大钢弩,藏刃匕首,燃烧响炮,燃烧子弹,潜水配重,绵鳚,加速烙刀,枪套
  5. RR=211 anchor_m=211 Swiss=10 | 大钢弩,拍立蚌,藏刃匕首,燃烧响炮,潜水配重,绵鳚,加速烙刀,枪套
  6. RR=209 anchor_m=209 Swiss=10 | 燃烧响炮,拍立蚌,加速烙刀,绵鳚,潜水配重,大钢弩,枪套,打火机
  7. RR=208 anchor_m=208 Swiss=11 | 燃烧响炮,枪套,加速烙刀,绵鳚,篝火,大钢弩,打火机
  8. RR=205 anchor_m=205 Swiss=10 | 燃烧响炮,加速烙刀,绵鳚,潜水配重,珍珠,枪套,大钢弩,打火机
