# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 云精灵
[GDF] size=10 top 20
  1. RR=283 anchor_m=262 Swiss=9 | 彩虹药水,红宝石,蜡烛,香炉,火焰药水,瓶装闪电,煅烧釜,云精灵
  6. RR=227 anchor_m=192 Swiss=7 | 火焰药水,彩虹药水,煅烧釜,蜡烛,香炉,鳄鱼眼泪,云精灵,红宝石
  7. RR=223 anchor_m=181 Swiss=8 | 彩虹药水,煅烧釜,香炉,鳄鱼眼泪,萤火虫,红宝石,火焰药水,昏睡药水,塔兹迪亚匕首
  8. RR=232 anchor_m=142 Swiss=9 | 火焰药水,彩虹药水,红宝石,香炉,贤者之石,煅烧釜,鳄鱼眼泪,蜡烛
  9. RR=203 anchor_m=187 Swiss=8 | 瓶装闪电,红宝石,硫磺,煅烧釜,彩虹药水,昏睡药水,香炉,鳄鱼眼泪,萤火虫
  10. RR=198 anchor_m=192 Swiss=8 | 瓶装闪电,彩虹药水,煅烧釜,云精灵,火焰药水,香炉,鳄鱼眼泪,昏睡药水,红宝石
  11. RR=188 anchor_m=185 Swiss=8 | 彩虹药水,煅烧釜,香炉,鳄鱼眼泪,萤火虫,红宝石,硫磺,火焰药水,昏睡药水
  12. RR=189 anchor_m=177 Swiss=8 | 碎瓶,萤火虫,彩虹药水,昏睡药水,煅烧釜,香炉,鳄鱼眼泪,瓶装闪电,红宝石
  13. RR=184 anchor_m=180 Swiss=8 | 彩虹药水,碎瓶,昏睡药水,煅烧釜,瓶装闪电,香炉,鳄鱼眼泪,红宝石,火焰药水
  14. RR=222 anchor_m=91 Swiss=9 | 彩虹药水,蜡烛,碎瓶,煅烧釜,香炉,鳄鱼眼泪,红宝石,火焰药水
  15. RR=169 anchor_m=168 Swiss=8 | 彩虹药水,碎瓶,昏睡药水,塔兹迪亚匕首,煅烧釜,香炉,鳄鱼眼泪,红宝石,火焰药水
  16. RR=190 anchor_m=120 Swiss=8 | 贤者之石,彩虹药水,煅烧釜,香炉,鳄鱼眼泪,红宝石,蜡烛,瓶装闪电
  17. RR=204 anchor_m=92 Swiss=8 | 煅烧釜,香炉,彩虹药水,瓶装闪电,蜡烛,鳄鱼眼泪,红宝石,火焰药水
  18. RR=174 anchor_m=150 Swiss=9 | 昏睡药水,塔兹迪亚匕首,红宝石,煅烧釜,嗅盐,彩虹药水,香炉,鳄鱼眼泪,萤火虫
  19. RR=166 anchor_m=164 Swiss=8 | 瓶装闪电,红宝石,煅烧釜,贤者之石,彩虹药水,昏睡药水,香炉,鳄鱼眼泪,萤火虫
  20. RR=188 anchor_m=97 Swiss=8 | 瓶装闪电,蜡烛,红宝石,煅烧釜,彩虹药水,香炉,鳄鱼眼泪,萤火虫

[GDF] seeds: 黑曜石碎片
[GDF] size=10 top 20
  1. RR=275 anchor_m=188 Swiss=9 | 香炉,彩虹药水,火焰药水,瓶装闪电,红宝石,黑曜石碎片,煅烧釜,蜡烛
  2. RR=269 anchor_m=213 Swiss=8 | 碎瓶,蜡烛,香炉,火焰药水,红宝石,黑曜石碎片,瓶装闪电,煅烧釜
  3. RR=244 anchor_m=196 Swiss=10 | 香炉,鳄鱼眼泪,红宝石,贤者之石,彩虹药水,黑曜石碎片,蜡烛,煅烧釜
  4. RR=253 anchor_m=171 Swiss=8 | 香炉,彩虹药水,火焰药水,红宝石,黑曜石碎片,碎瓶,蜡烛,煅烧釜
  5. RR=229 anchor_m=159 Swiss=9 | 香炉,鳄鱼眼泪,彩虹药水,火焰药水,红宝石,黑曜石碎片,蜡烛,煅烧釜
  6. RR=219 anchor_m=156 Swiss=9 | 贤者之石,香炉,蜡烛,黑曜石碎片,瓶装闪电,红宝石,煅烧釜,火焰药水
  7. RR=222 anchor_m=145 Swiss=9 | 香炉,彩虹药水,火焰药水,红宝石,黑曜石碎片,蜡烛,煅烧釜,贤者之石
  8. RR=189 anchor_m=188 Swiss=8 | 香炉,鳄鱼眼泪,红宝石,蜡烛,火焰药水,黑曜石碎片,煅烧釜,瓶装闪电
  9. RR=189 anchor_m=188 Swiss=8 | 地刺陷阱,香炉,鳄鱼眼泪,红宝石,蜡烛,火焰药水,黑曜石碎片,煅烧釜
  10. RR=211 anchor_m=125 Swiss=8 | 香炉,红宝石,蜡烛,彩虹药水,鳄鱼眼泪,黑曜石碎片,煅烧釜,瓶装闪电
  11. RR=187 anchor_m=156 Swiss=8 | 香炉,硫磺,火焰药水,蜡烛,红宝石,黑曜石碎片,煅烧釜,彩虹药水
  12. RR=189 anchor_m=144 Swiss=9 | 香炉,红宝石,贤者之石,蜡烛,黑曜石碎片,火焰药水,煅烧釜,云精灵
  13. RR=189 anchor_m=140 Swiss=8 | 香炉,红宝石,蜡烛,彩虹药水,碎瓶,鳄鱼眼泪,黑曜石碎片,煅烧釜
  14. RR=175 anchor_m=168 Swiss=8 | 蜡烛,香炉,火焰药水,红宝石,黑曜石碎片,瓶装闪电,地刺陷阱,煅烧釜
  15. RR=179 anchor_m=152 Swiss=8 | 香炉,红宝石,蜡烛,彩虹药水,拆信刀,鳄鱼眼泪,黑曜石碎片,煅烧釜
  16. RR=166 anchor_m=160 Swiss=8 | 蜡烛,香炉,云精灵,火焰药水,红宝石,黑曜石碎片,瓶装闪电,煅烧釜
  17. RR=176 anchor_m=137 Swiss=9 | 香炉,红宝石,贤者之石,彩虹药水,黑曜石碎片,瓶装闪电,蜡烛,煅烧釜
  18. RR=165 anchor_m=158 Swiss=8 | 香炉,鳄鱼眼泪,红宝石,蜡烛,火焰药水,塔兹迪亚匕首,黑曜石碎片,煅烧釜
  19. RR=175 anchor_m=131 Swiss=8 | 香炉,彩虹药水,火焰药水,塔兹迪亚匕首,红宝石,黑曜石碎片,蜡烛,煅烧釜
  20. RR=175 anchor_m=129 Swiss=8 | 香炉,红宝石,蜡烛,昏睡药水,彩虹药水,鳄鱼眼泪,黑曜石碎片,煅烧釜

[GDF] seeds: 黑玫瑰
[GDF] size=10 top 20
  1. RR=292 anchor_m=35 Swiss=10 | 鳄鱼眼泪,黑玫瑰,真菌孢子,蜡烛,毒液注射,倒刺利爪,毒液,地刺陷阱,翡翠
  2. RR=278 anchor_m=99 Swiss=9 | 红宝石,鳄鱼眼泪,黑玫瑰,真菌孢子,蜡烛,毒液注射,倒刺利爪,毒液,翡翠
  3. RR=251 anchor_m=121 Swiss=9 | 黑玫瑰,真菌孢子,毒液注射,地刺陷阱,倒刺利爪,毒液,翡翠,贤者之石,水蛭
  4. RR=267 anchor_m=70 Swiss=8 | 鳄鱼眼泪,黑玫瑰,真菌孢子,香炉,蜡烛,毒液注射,倒刺利爪,毒液,翡翠
  5. RR=269 anchor_m=44 Swiss=9 | 鳄鱼眼泪,黑玫瑰,真菌孢子,蜡烛,毒液注射,彩虹药水,倒刺利爪,毒液,翡翠
  6. RR=260 anchor_m=58 Swiss=9 | 鳄鱼眼泪,黑玫瑰,真菌孢子,蜡烛,火焰药水,毒液注射,倒刺利爪,毒液,翡翠
  7. RR=237 anchor_m=99 Swiss=8 | 黑玫瑰,真菌孢子,蜡烛,毒液注射,香炉,红宝石,倒刺利爪,毒液,翡翠
  8. RR=237 anchor_m=98 Swiss=8 | 地刺陷阱,红宝石,黑玫瑰,真菌孢子,毒液注射,倒刺利爪,毒液,翡翠,蜡烛
  9. RR=226 anchor_m=119 Swiss=8 | 鳄鱼眼泪,黑玫瑰,真菌孢子,毒蜥,蜡烛,毒液注射,倒刺利爪,毒液,翡翠
  10. RR=236 anchor_m=89 Swiss=8 | 彩虹药水,红宝石,黑玫瑰,蜡烛,真菌孢子,毒液注射,倒刺利爪,毒液,翡翠
  11. RR=226 anchor_m=99 Swiss=8 | 彩虹药水,黑玫瑰,蜡烛,地刺陷阱,真菌孢子,毒液注射,倒刺利爪,毒液,翡翠
  12. RR=217 anchor_m=115 Swiss=9 | 鳄鱼眼泪,毒芹,黑玫瑰,真菌孢子,蜡烛,毒液注射,倒刺利爪,毒液,翡翠
  13. RR=175 anchor_m=165 Swiss=8 | 真菌孢子,毒液注射,翡翠,贤者之石,香炉,黑玫瑰,笔与墨,蜡烛,毒液
  14. RR=192 anchor_m=127 Swiss=8 | 黑玫瑰,毒蜥,真菌孢子,毒液注射,水蛭,倒刺利爪,毒液,翡翠,贤者之石
  15. RR=206 anchor_m=91 Swiss=8 | 地刺陷阱,黑玫瑰,真菌孢子,毒液注射,倒刺利爪,毒液,翡翠,香炉,蜡烛
  16. RR=199 anchor_m=97 Swiss=9 | 地刺陷阱,黑玫瑰,真菌孢子,毒液注射,火焰药水,倒刺利爪,毒液,翡翠,蜡烛
  17. RR=170 anchor_m=153 Swiss=8 | 地刺陷阱,贤者之石,黑玫瑰,真菌孢子,毒液注射,倒刺利爪,毒液,翡翠,蜡烛
  18. RR=193 anchor_m=93 Swiss=8 | 彩虹药水,黑玫瑰,水蛭,真菌孢子,毒液注射,倒刺利爪,毒液,翡翠,地刺陷阱
  19. RR=207 anchor_m=44 Swiss=9 | 鳄鱼眼泪,黑玫瑰,真菌孢子,蜡烛,毒液注射,倒刺利爪,毒液,翡翠,蛇怪之牙
  20. RR=173 anchor_m=103 Swiss=8 | 黑玫瑰,地刺陷阱,水蛭,笔与墨,真菌孢子,毒液注射,倒刺利爪,毒液,翡翠
